frase_id,frase,majority_vote
3975022,"O crime, ele é podre (a ideia é forte).",identidade
3975380,ela não merece ser infeliz.,valores
3975389,"mulher assim é rara, bom foi te encontrar...
.",valores
3975447,"mulher assim é rara, bom foi te encontrar.
.",habilidades
3975586,"Eu não acredito, ele não é o cão.",aparencia
3975705,Vira homem invisivel é e no final.,identidade
3975929,Ela não é a vida.,comportamentos
3975930,Ela não é a morte.,identidade
3976055,Eles eram capaz de ver os nossos meninos de rua se transformando em marginais.,
3976497,Senhor é o piloto que me guia.,valores
3976543,Fulano é sangue ruim.,identidade
3977037,"Ele é safado, tomo tapa na cara na penita do estado.",identidade
3977088,você me vijiando e sua mulher mulher no putero.,comportamentos
3977191,a mina gesticula.,outros
3977238,Mas cheio de orgulho em conviver com os homens comum.,identidade
3977301,Põe etiqueta no dedão pra ele ser o milésimo de alegria.,comportamentos
3977579,"Roger tá embaçado,.",comportamentos
3978531,"Gonzaga era preto, era o rei do baião.",identidade
3978791,"Rivelino é formado no terrão,.",identidade
3978869,E ele segue esperto de olho na p.m.,habilidades
3978992,Menina nova por dinheiro.,comportamentos
3979120,Menina nova engravidando.,identidade
3979228,"essas são as nossas mulheres pretas.
.",aparencia
3979229,Essa foi dedicada a todas as mulheres pretas ´.,outros
3979232,"Ela é a princesa e eu o plebeu,.",identidade
3979243,"para a mulher negra,.",identidade
3979255,Salve todas as mulheres negras....,aparencia
3979258,"Negra preta mulher brasileira,preta....",identidade
3979260,"Negra preta mulher brasileira,preta...
.",identidade
3979275,"mulheres pretas é pra vocês canção,.",identidade
3979429,Mas tive que ir embora porque sou homem casado.,identidade
3979469,Zumbi foi afastado de lado não apareceu por um acaso.,comportamentos
3979506,é uma honra pra mim sou homem honrado.,identidade
3979709,A primeira dama e o rei zulu.,papel_social
3979746,Sam mando do senhor rico.,outros
3979890,"Mãe gentil, não quero ver sofrer crianças do brasil.",outros
3979913,"mãe gentil , não quero ver sofrer crianças do.",outros
3980829,O único rei digno de louvor.,valores
3980996,Ela levita tão fácil ela fala tão manso ela joga tão bem.,aparencia
3980997,"Ela joga difícil ela fala em vício e eu penso o que que ela tem
.",identidade
3981740,Rappa foi forte me mostrando o que é ter postura.,identidade
3981888,"O bang pega fogo, essa mina é mó treta,.",outros
3981895,"Parceiro, essa mina é foda e eu pego mó bem.
.",aparencia
3981904,"Tento me concentrar no trampo, mas ela é bem mais foda,.",identidade
3981976,Minha mulher é brabona e vai dar problema!.,identidade
3982887,Carai meteram a lombra a vibe das mina era punk.,comportamentos
3982908,Não muito longe um cara fuma e uma mina lambe.,identidade
3983055,"Ela é a razão por cada frase ou improviso, ela que.",identidade
3983192,"Minha mina vem direta, tá chegando a aniversario,.",outros
3983594,Uma menina e um menino vamo fazer diferente!.,identidade
3983819,Ela é durona marrenta segura sabe conter.,identidade
3983821,Eu faço ela ficar insegura e amolecer.,habilidades
3984054,E ela tá tarada.,comportamentos
3984515,Ela é quente é sorridente eu sou frio cara amarrada.,outros
3984516,Ela é pedra água de rio eu sou chuva raio e estrada.,identidade
3984528,Ela é beat eu sou letra ela é levada eu sou flow.,identidade
3984529,Ela é segura e eu sou tão contraditório.,valores
3984530,"Ela é sequêncial e eu permaneço aleatório
.",comportamentos
3984532,Ela é flamengo rubro negra eu tj santista.,identidade
3984533,Ela é vemelho unha eu sou vermelho vista.,identidade
3984536,Ela é taça é vinho é please eu sou lata de skol.,identidade
3984537,Ela é chata e feliz alegre marrenta e boba.,identidade
3984542,Ela é início eu sou fim ela é luz eu sou breu.,identidade
3984546,"Ela aperta eu pego ela é bonita eu sou tão feio
.",aparencia
3984550,Ela é sequêncial e eu permaneço aleatório.,
3984618,"Ela cheia de vontade, pergunta sem maldade.",
3984861,Falar dessa mina é muito difícil.,comportamentos
3984969,mulher bela.,aparencia
3985218,"Homem tão racionais, voo de rapaz comum..",identidade
3986216,Mas ela não é real al.,identidade
3986267,"Eu tô louco por ela mesmo sabendo que ela não é real
.",valores
3986553,"Sujeito homem digno, rapaz comum de novo.",identidade
3986940,Que o rei corre sozinho e não pode apressar.,identidade
3987104,Ele não foi bandeirante.,comportamentos
3987106,Ele é nativo imigrante.,papel_social
3987109,"Pé no chão, é trabalho, ele é gueto.",papel_social
3987110,"Ele é índio, ele é pardo.",identidade
3987487,Ela já tava perdida.,
3987648,Jah tô protegido em.,outros
3988003,"chapa e sem nóis, as mina é chata ai, não esquenta as.",comportamentos
3988039,"Wilson também vão colá, e as mina fica louca se.",outros
3988331,Quis ser verdadeiro e ao invés de rosas.,comportamentos
3989159,Pois ela é mais forte que preconceito rojão ou bala.,outros
3989441,"Sua mãe radiante, de olhar cintilante.",identidade
3989691,"no julgamento ele foi o réu.
.",outros
3989706,"Ele contra ele mesmo desafio estava feito,.",papel_social
3989756,"Ela cheia de dor, mágoa e tristeza, respondia: Lá vem ele!",identidade
3990088,"Minha mãe doente,com crise depressiva.",identidade
3990103,"""Denis a tia veio avisar que a sua mãe tá presa"".",comportamentos
3990309,"bate no peito que ele é ateu, começou a ler um livro não acredita mais em.",valores
3990705,"Minha mãe doente, com crise depressiva.",outros
3990720,"Dennis, a tia veio avisar que a sua mãe está presa.",
3990764,Mamãe foi condenada a vinte anos de penita.,papel_social
3990899,"umas mina chic, burra, cheio de xilique, da salve nos.",identidade
3991250,"Ele justo, tô só esperando a hora
.",identidade
3991525,dos menino apetitoso.,aparencia
3991827,"Maceió, de mulher boa inveja vai conspirar.",valores
3992518,minha mãe é especial;.,identidade
3992600,Senhor está contigo!.,papel_social
3992652,Que os menino é crânio louco.,identidade
3992698,ele é o cão quando tiver sozinho.,identidade
3992965,que sabe discriminar ele é chique educado quero vê na.,comportamentos
3992999,Óh pai chegou o dia sei que o senhor está comigo.,valores
3993028,"Represento o meu nordeste, meu senhor está comigo,.",outros
3993467,""" eles feliz é tão lindo esse momento aqui é pouco.",identidade
3993522,"Maluco é complicado quando a doida vai embora .
.",comportamentos
3993581,"Não tem estratégia, Deus é único não dá pra explicar.",outros
3994101,real mulher miguelense guerreira.,identidade
3994801,A princesa africana fez outra realidade.,identidade
3994831,"Do rei zumbi dos palmares, heróI nacional,.",papel_social
3994965,Se ela é medicinal.,identidade
3995142,Encontrado um homem diferente..,identidade
3995732,"Ele saiu bem arrumado foi encontrar alguém
.",identidade
3995903,A festa ta de boa todo mundo ta na paz muita mulher gostosa só favela eu quero é mais eai doidão sem treta ai vai vendo o frevo é de ladrão tu vai fica pequeno moiado é na fissura não sigura a lombra ditado mais que certo não confia nem na sombra compro e não pagou deu banho na parada vai fica pequeno deu mole na bocada.,identidade
3996000,Ela é linda e faz maloqueiro perder a linha.,aparencia
3996350,no veneno ele é pior que o boneco assassino.,identidade
3996351,ele é um vulcão em erupção.,identidade
3996960,"Patrick é espaçoso e odeia os cabaço
.",identidade
3997279,O amor é cego sua mina não é sereia.,aparencia
3997282,"Sua filha feia é modelo igual a geyse
.",aparencia
3997298,Tipo nerd que na frente nunca viu uma mina nua.,comportamentos
3997343,"Se ela é taxada e pixada eu pixo, agachada é o bicho
.",habilidades
3997347,Como quem usa britadeira nas ruinas de mina gerais.,habilidades
3997823,"patrick ensina, sua mãe cavalgar igual uma equina..",comportamentos
3997939,"Essa mina não é melosa, ela só goza com a dor
.",identidade
3998010,"Sua mina não é melosa, ela só goza com a dor
.",comportamentos
3998015,"Essa mina não é melosa, ela goza com a dor
.",outros
3998211,Viver com ela é excencial.,papel_social
3998213,"Menina atraente, a mais linda que eu já vi.",aparencia
3998215,"Ela é diferente, um tanto carismática.",identidade
3998216,"Ela sempre me deu atenção, afinal ela é simpática.",
3998268,Ótima compania ela é boa influência.,comportamentos
3998306,"Não, és a mulher fácil de se encontrar na pista.",identidade
3998463,"Muito colossal , você se perde ele é fatal.",aparencia
3998502,"Até a garota diferente falou bye bye penis
.",outros
3998888,Que a sua mina não aguente.,identidade
3998962,Aquele tipo de menina dengosa.,identidade
3999296,Ela é minha inspiração.,identidade
3999566,"se ela foi bem feita então ela predomina .
.",outros
3999665,"Mulher boa é assim, difícil de pegar
.",identidade
4000137,"Onde está a tua alegria, neste mundo de homens tristes?.",valores
4000170,"Homem nasce livre, porque é que alguns são donos?.",comportamentos
4000209,"Quero aprender com os meus defeitos, acordar um homem melhor.",valores
4001434,"Bué incertezas, bué de esquemas em discos com damas tesas.",outros
4001527,"levar uma vida normal, longe de crime, Dino quer é sosego, mas não.",outros
4001712,sonhei ela não está espantada pelo contrário relaxada.,comportamentos
4002044,uma mulher interessante é muito mais do que....corpo!.,aparencia
4002695,"Ele era negro, ela era branca e o people que passava logo pasmava.",identidade
4002696,Ai que menina tão querida de boas familias.,identidade
4002944,O teu pai nunca foi pai a tua mãe não tá presente.,comportamentos
4003538,Papa é católico.,identidade
4003571,Porque se sonhar é arte yo ele é artista.,identidade
4003572,Se esperar é ciência ele é cientista.,identidade
4003957,"Ela é tão gira, vinte um fez há pouco.",identidade
4003971,"Ela é mimada, ele generoso.",comportamentos
4003972,"Ela é novinha, ele é idoso, alguém lhe diga
.",identidade
4004054,A minha mãe chamava-me puto xarila.,identidade
4004223,Essa tal cidade ela é muito gigante.,identidade
4004329,Essas minas são punk são levadas da breca.,identidade
4004406,Ele é seu irmão?.,identidade
4004419,"Que por aquele homem ela foi violentada
.",outros
4004513,Ele é bom mas vive cheio de parafernália.,identidade
4004777,"Ele é o exemplo, um cara bem-sucedido.",identidade
4005035,Ele foi visto ali na quebrada.,identidade
4005082,Uma senhora perambula.,comportamentos
4005266,Ele é enorme e se alimenta de gente.,identidade
4005391,minha donzela divina.,identidade
4005507,Ele foi pecador mas lhe peço senhor.,valores
4005756,"Ela é a vista mais linda, wow.",identidade
4005758,Ela brilha igual um girassol.,identidade
4005888,"O homem louco sem futuro talvez te surpreenda,.",habilidades
4007663,Gusta é lado a lado.,outros
4007934,"Mas a vida dele é loca, vou contar pra vocês com dez anos ele era campeão de xadrez com treze para quatorze era fluente em japonês e com vinte e dois ele beijou pela primeira vez.
.",
4008075,"Ui, ele é conquistador, ele pega quem quiser
.",identidade
4008084,Face destruir ela inteira.,outros
4008151,"Neto é muito mais legal!)
.",identidade
4008314,"Sou 1337 pra sempre, sou rei virtual, minha.",identidade
4008642,"Esquarteja o corpo da filha inteiro
.",comportamentos
4008946,"Estupro, meto a rola, elas tão obcecada
.",comportamentos
4009673,"Mulher é a desgraça, só sabe vingar
.",identidade
4010152,"Mas com suas modas ela atenta, vestido vermelho cor de pimenta, chupando bala de menta meu coração não güenta..",aparencia
4010189,"Conheço mulher e seus esporro, homem é tudo cachorro mascarado, estilo.",identidade
4010246,A lendinha diz que ele tá forte pra caralho e manda na.,aparencia
4010455,Sem querer saber se ela tá certa porque usa.,comportamentos
4010501,"elas ficam sensíveis ao toque no seio eu no anseio chego perto,.",comportamentos
4010655,Ela é louca e pede pra eu exercer meu vício.,
4010671,Ela é maluca mas ninguém é perfeito.,identidade
4010722,"vai ler a constituição porque ela é uma piada
.",valores
4010755,Jefferson é divertido e sem igual.,identidade
4010759,"Total, ele é um artista e o mal.",
4010845,Se a menina tá acuada e ao lado não tem ninguém.,comportamentos
4011043,"Deus existe, ele é vascaíno e meu parceiro e.",valores
4011140,"Elas são sinistras, elas são sinistras.",identidade
4011146,"Elas são sinistras, elas são sinistras
.",
4011149,Ela é foda!,identidade
4011190,"Elas são sinistra, elas são sinistra.",identidade
4011213,"Belo gosta, muitos gostam de mulher igual homem.",identidade
4011514,"ou ela é cega ou maluca, bota a mão pro céu.",identidade
4011523,"Nareba tem o nariz grande, Xandinho tá cheio de.",aparencia
4011525,Paulinho é gago e fanho mas pega as paraibinha.,identidade
4011529,"Augusto é desingonçado, Marcio é engraçado.",identidade
4011531,"Juninho é anão, Renato cara de moeda.",aparencia
4011897,"agora come a feijoada porque ela não tá fria, ainda..",outros
4011902,pra terras européias com mulheres menos véias.,aparencia
4011935,"cê diz ?eu te amo?, ela acha lindo.",outros
4012125,"Quem vos fala???/ O MC mais mala/ que não se cala/ e zoa/ todos enquanto abala/e soa/ na sala/ tirando a família da poltrona/e aciona eject/ sua mãe corre igual maratona/ e pressiona select/ o filho reclama,/ clama por liberdade/ na sua idade/ de poder falar palavrão rimando com o nome da sua cidade/ a coroa cancelá/ o chá,/ tira as amigas já/ de casa/ sua paciência queima igual brasa,/ ela sai/ e vai/ ao plaza/ chama os amigos/ pra ouvir contigo/ curte o som bebendo yogurte aproveita e queima o exemplar da contigo/ que sua mãe assina,/ assassina a ideologia sem vacina/ e demodê/ e bota a porra do som no máximo porque...
.",comportamentos
4012141,"Gil foi feito pra poder vender/ ele manda bem, mas cantar.",habilidades
4012509,Ela é foda..,habilidades
4012538,homem fica louco..,comportamentos
4012659,"Sendo que minha mãe era pobre, meu pai nordestino..",valores
4012796,Lobato é muito mais educativo que.,identidade
4012888,"tá muito mandona/ pro meu gosto,/ rala peito e vai ver o desgosto/ da sua vida de ano a ano aparece uma nova mulé, mas a reclamação é a mesma/ eu não sou de ferro se elas grudam igual uma lesma/ e cê prefere ficar com suas amigas na festa,/ né?",comportamentos
4012946,Anitta é poderosa.,identidade
4013135,Atrevida com homem valente eu to no céu.,identidade
4013159,"Sua mina grávida, dizia que não sabia.",habilidades
4013390,Mulher preta de espirito guerreiro.,identidade
4013474,Minha vó dizia que ele era inteligente.,
4013482,Pras mães só bons meninos são terroristas da favela.,identidade
4013516,Que ele era um viciado alucinado pra matar.,comportamentos
4013769,que eu possa fazer-te a mulher mais feliz.,outros
4014529,"Ela é fria, não quer saber.",comportamentos
4015349,"A ver damas,damas lindas dá aquele prazer.",aparencia
4017384,"Ele é meu professor?.
.",identidade
4017753,Discriminados homens cegos.,comportamentos
4018330,Serei o rei latino americano.,identidade
4018442,Que você seja mais um rapaz comum.,identidade
4019779,Ele fica louco com meu jeito de andar.,comportamentos
4019799,"E ela tá parando o rolê, mina maluca.",comportamentos
4019855,"ela é minha brisa e eu briso
.",identidade
4019877,Ela é minha brisa menina e.,aparencia
4019885,Pena que ela é tão gostosa.,aparencia
4020031,Ela é pura classe.,identidade
4020186,Ela é gostosa tipo um beck fim de noite.,aparencia
4020577,Mano é fácil de notar.,outros
4020691,Eu com ela curto demais.,outros
4020808,E ela é quente desvia a atenção.,aparencia
4021444,"Deus, ele era ateu,.",valores
4021514,"mal precentimento, ele não estava atento.",comportamentos
4022022,"Hipnotizado, ele é mago, tem na cabeça o dicionário.",habilidades
4022110,Homem negro do terceiro mundo com problema.,identidade
4022302,No reino dos falsos ele é patrono.,valores
4022346,Estamos falando aqui de mulher preta.,identidade
4022741,"A real é diferente, ela é bem mais quente.",comportamentos
4022777,A glória para o guerreiro rei quilombola.,valores
4023064,Paulo ainda estou acordado.,comportamentos
4023169,"Mulher guerreira casada com um parasita,.",identidade
4023405,ele limpa o parabriza e sonha com o papai noel.,outros
4023695,A vida é dura e ela bate forte!.,papel_social
4024289,Que o peso do martelo pra nois é diferente.,comportamentos
4024486,"Mulher preta

.",identidade
4024491,Eu era apenas sómais um rapaz comum.,identidade
4024507,"Mulher preta
.",identidade
4024652,Correto...todo menino é um rei...quer uma rainha eu sei....,identidade
4024693,"Com a mina grávida, largada no veneno,.",
4025075,Meninas superpoderosas loucas demais.,comportamentos
4025161,"Meninas super poderosas, muito locas demais!.",identidade
4025229,Mãe grande.,identidade
4026261,Ele vai será o logótipo de angola inteira.,aparencia
4027143,Homens adultos.,identidade
4027750,Minha mãe completa.,papel_social
4029905,Se ele não dá kumbu não papa.,outros
4030373,Porque agora elas estão unidas.,comportamentos
4032680,O homem egoista.,identidade
4037979,Age como uma menina imatura inculta.,identidade
4038057,E algumas mulheres trazeria.,comportamentos
4038818,Eles são ricos.,outros
4038910,Já os homens meninos.,comportamentos
4039398,Há mulher puta.,comportamentos
4039406,Há mulher suja.,papel_social
4039552,Parecia ser um homem perfeito.,identidade
4040416,Mulheres não é idêntico.,outros
4041572,Eu ainda sou o homem morcego.,identidade
4041676,Parece ser feita de homens maus.,identidade
4042419,Eu danço com a dama mais bela do baile.,identidade
4042515,"Eu louco de green, ela louca de mel.",identidade
4042633,Acho que ele ficou puto porque me tornei fumante.,comportamentos
4042656,Eles enterram igual.,outros
4042682,"Flow da bica, mãe tá rica.",identidade
4042706,Ela tá doida pra pegar fogo.,comportamentos
4042739,E essa mina nua sempre me vestiu.,identidade
4043290,E quero ela mano em qualquer canto.,outros
4043319,Sabe que nois é foda.,identidade
4043429,"Duas minas brasileiras
.",identidade
4043433,"Mina cheia de drama
.",comportamentos
4043778,E ela é minha sereia.,identidade
4043782,Ela é minha sereia.,identidade
4044497,Pra enfeitar a menina mais bela.,aparencia
4044514,Trago ervas de cor pra enfeitar a menina mais bela.,
4044842,Ele é lindo de viver.,valores
4045413,"Aquela moça linda, só por causa de sua cor.",identidade
4045615,"Mas, pouco visitada pelos homens fortes.",identidade
4046427,Mulher menina...Beleza de vida.,aparencia
4046687,A influência dos homens bons deixou a todos ver.,papel_social
4046806,A mulher é linda e a vida também.,aparencia
4046839,Quando os homens sorridentes surgem em sua.,identidade
4046981,"Musa brasileira, jeito simples, mas style.",identidade
4047024,E ELA ESTA CHEIA DE VIDA.,identidade
4048080,Que ela é a luz que me traz paz.,identidade
4048641,Grandes as conquistas de menino sonhador.,identidade
4048846,Atingiu o black power de um rapaz indefeso.,aparencia
4049312,"Repare bem em mim, eu não sou menino novo.",identidade
4049348,Que ele estava mais lesado.,comportamentos
4049561,Mas ele é safado e ardiloso.,identidade
4049574,"Ele é inteiro, lindo e pleno.",identidade
4049863,"Ela é a realidade que nos leva a algum lugar.
.",identidade
4050758,Faz o homem consciente.,identidade
4051594,"O homem livre, independe da cor.",identidade
4052582,Ele finje que esqueceu!.,identidade
4052645,"Os homens não são iguais, não são.",valores
4053241,De fazer pra nós mesmos o que eles não capazes.,habilidades
4053297,Enquanto os homens ricos vendem guerra por paz.,comportamentos
4054540,"Mulher bonita é feitiço da lua , oba!.",aparencia
4056269,"Mas, uma moça bonita de olhar agateado.",aparencia
4056399,moleque era folgado e um corretivo mereceu.,identidade
4056401,"moleque era engraçado e a galera o acolheu
.",comportamentos
4056416,Menino pobre que veio da favela.,identidade
4056707,"A força da mulher, mulher brasileira.",identidade
4057179,"Não só por um momento
.",outros
4058678,Que deixa o homem cego e escraviza o coração.,outros
4061363,"1500, O homem branco em pindorama chegou.",aparencia
4062097,"Musa apaixonante, a música é minha amante.",identidade
4062098,"ela é a protagonista, eu coadjuvante.",identidade
4062099,"Ela é guia, eu viajante, ela o pão de cada dia.",valores
4062296,"Não, não senhor burguês.",outros
4062456,"Jah está contigo e mal nenhum pode te alcançar
.",identidade
4062581,Bem que minha mãe estava certa.,valores
4062793,Uma mulher tão bela andando assim nas sombras.,aparencia
4062794,Uma mulher tão bela vagando só por aí.,aparencia
4062932,Pra que ele faça boa viagem nessa passagem!.,outros
4064269,Maria clara é uma menina linda e é a cara do pai.,identidade
4064372,"Vei, te contar uma história de uma menina que tem um único problema, ela é linda demais!
.",aparencia
4064373,Menina linda que até dói os zói.,aparencia
4064379,Mais que menina linda.,aparencia
4064420,Menina linda (4x).,aparencia
4065055,Menina bacana que rola na cama me namora.,identidade
4065126,"Pare a polícia, ela não é a solução não
.",identidade
4065396,"Homem sutil, ripocritis.",
4065848,Ela é morta demais..,comportamentos
4065857,Eu sei que ela seria poluída.,outros
4065966,Que o homem infalível é sempre infalível.,identidade
4066031,Tornou-se musa única.,identidade
4066323,"Ele sempre estará comigo
.",comportamentos
4066472,"Homens malditos, homens lixo.",identidade
4066745,"Um condenado um homem marcado pela justiça,um procurado,um homem marcado pela justiça..",identidade
4067039,Recôncavo pela libertação do homem negro da américa e.,valores
4067077,Espero que venha a ser homem natural.,identidade
4067099,"Homem natural
.",identidade
4067119,Homem natural.,identidade
4067137,Sei que vem um homem santo.,identidade
4067347,Ele é exatamente igual você.,comportamentos
4067544,"Janaína que é moça bonita
.",aparencia
4067564,"É descalça que ela gira, ela desaparece.",comportamentos
4067565,"Ela cresce, ela fica pequena.",identidade
4068288,Homem galego.,identidade
4068641,Mulher brilhante é a.,habilidades
4068692,Marcha o rei desempregado.,papel_social
4068808,"Eles são forte, definitivamente representantes do som.",aparencia
4069108,"Senão mecânica, a mulher justiceira.",papel_social
4069834,"Menina, menino nu, bunda difere de cu.",aparencia
4069857,Baptiston é irmão de.,identidade
4070402,Ela é bonita no seu jeito normal de ser.,aparencia
4070408,"Raiz, menina, mulher verdadeira.",identidade
4071390,O Senhor é bom.,valores
4072476,O homem roots não ostenta.,identidade
4073821,Ele é o senhor não importa.,
4073989,Me sinto como um rei orgulhoso nos seus domínios.,identidade
4074408,Uma princesa negra nas terras da.,identidade
4074440,"Garoto muito inteligente, cartinha super bacana.",habilidades
4074664,Jah está sempre comigo.,valores
4075024,Princesa africana hum hum.,identidade
4075165,"Princesa nativa, beleza altiva.",identidade
4075177,"Princesa nativa, o que me cativa.",identidade
4075192,Princesa nativa foi a escolhida.,identidade
4075906,"Essa mina barbariza, cria um clima causa um temporal,.",outros
4075909,"Maravilha de menina super, hiper natural.
.",identidade
4075913,"Ela é surreal
.",
4075931,Trombei com ela foi tão casual.,identidade
4075942,Ela vai comigo aonde eu vou.,comportamentos
4076073,Eu sou um homem simples.,
4076082,Menina eu sou um homem simples.,identidade
4076089,Eu sei que eu sou um homem rude.,
4076103,"Amor de um homem rude, irreal.",identidade
4076173,Só esperando o astro rei raiar.,outros
4076325,"Ele tá ligado em tudo que a gente faz.(2x)
.",habilidades
4076794,Ela é decidida cheia de graça.,valores
4077437,Ele é maior que uma constelação.,identidade
4077535,Uns mano descente uma mina trincante.,aparencia
4077577,Ele se sente forte ele está curado.,identidade
4077580,Ele é humilde mas não abaixa a cabeça.,identidade
4077596,Ele é maluco mas não perde a cabeça.,identidade
4077686,"Paulo é campeão!!""
.",identidade
4078715,Ele é o pai da criação desse planeta.,identidade
4079471,"""ela é estranha"".",identidade
4079681,Ela tá apaixonada e quer fazer neném.,comportamentos
4079707,"Princesa perfeita faz parte do meu mundo,.",outros
4080074,Ela era linda.,aparencia
4080655,mulher da minha vida.,identidade
4080862,Lindas mulheres e homens malditos.,identidade
4081623,Ela é muito linda de olhar.,aparencia
4083798,"Essa menina é decente (fale sério reggaeman)
.",identidade
4083799,"Essa menina é decente (fale sério reggaeman)

.",identidade
4084080,E que sofre pela mão desses homens maus.,papel_social
4084111,"Seja ele branco, preto, amarelado.",aparencia
4085968,Um beijo pr'aquela menina linda.,aparencia
4086217,"A vida, ela é curta e você desacredita.",outros
4086606,de um rapaz sonhador.,valores
4086616,Se um homem cansado luta você pode lutar livre-se dessa disputa não faz bem pra ninguém.,identidade
4086651,"Trazendo e levando um sorriso pra moça bonita
.",aparencia
4087293,Princesa mais bela.,aparencia
4087435,"Rei poeta e sonhador,.",identidade
4087721,Mulheres quase nuas se vendendo.,aparencia
4088047,Malandro é dono do pedaço.,identidade
4088050,"Malandro é dono do pedaço
.",aparencia
4088100,"Malandro é dono do pedaço


.",identidade
4088123,Sou filho da rua a minha mãe é lavadeira.,papel_social
4088667,Rei poeta e sonhador.,
4089006,"Na praia mulherada, sol rachando, mas que mina sensual..",identidade
4089066,Menina linda do sorriso que me traz luz.,aparencia
4089076,Menina menina menina mulher.,identidade
4089078,"Menina linda do sorriso que me traz luz
.",aparencia
4089090,"Seu olhar, seu olhar menina mulher.",identidade
4089173,Pra ver ela feliz me viro do avesso.,
4089396,"encoleirado, agora a mina chifra o cara todo dia.",comportamentos
4090477,"Ela requebra legal
.",identidade
4090505,Com a malícia de mulher menina.,identidade
4090735,Janaína que é moça bonita.,identidade
4090736,"Que é moça bonita
.",aparencia
4090807,"E como o gambé não sabia, ele ficou indignado..",comportamentos
4090861,Tem muita mulher bonita e uns brother sangue bom..,aparencia
4091683,"Menina menina...
.",identidade
4091685,Menina menina.,identidade
4091865,"E segue com sua diva, mulher linda e responsa,.",aparencia
4091964,"A musa inspiradora,.",identidade
4092407,"que me fez um menino eternamente apaixonado por você.
.",comportamentos
4092681,"De um menino tão bom que te trata na mão,o que custa dar uma chance apenas?!
.",identidade
4093434,Pescador é um homem consciente ..,
4093841,ele é o poder e a glória.,identidade
4093898,minha rocha eterna é o senhor leão de judá.,
4094342,Aquilo que o homem comum não pode fazer.,
4094591,Eu fico olhando para as cobras eles cheio de.,outros
4094613,"Faça uma oração para o senhor soldado que você precisa para voar
.",outros
4094767,A justiça do homem é tão injusta.,valores
4094770,"A justiça do homem é tão injusta, Justiça
.",valores
4094927,Ele é justo.,identidade
4095466,Para o homem explorador.,identidade
4095788,"Mulher mulher mulher...
.",identidade
4096549,Minha filha completa 13.,outros
4096673,Ele é o mago.,identidade
4098932,"Entregue sua vida em oração, Deus está contigo.",valores
4098939,"Cristo, ele é teu escudo.",valores
4099312,"Se minha deusa, princesa pernambucana.",identidade
4100054,"Esse homem perfeito um dia chega,.",identidade
4100071,E esse homem perfeito um dia chega e me faz prisioneira.,identidade
4100078,Homem perfeito?.,identidade
4100086,O quanto é dificil segura um homem gostoso em casa.,aparencia
4102890,"Se é vermelha, se ela é amarela.",identidade
4103708,"Tô feito menina louca de paixão
.",comportamentos
4105062,Não gosto de mulher feia.,aparencia
4105073,Não gosto de mulher magra.,aparencia
4105075,Minha mulher é gordinha.,aparencia
4105211,"Olho pra cima só enxergo o céu como abrigo e a mulher braba comigo por faltar o pão do café
.",comportamentos
4106188,Ela é a parceira que até muito se assemelha.,identidade
4106867,Que eu vou meteotoro é nois está bem gordo e roliço.,aparencia
4106901,O meu pai é o verso xucro e minha mãe é rima guapa.,identidade
4107409,Faz parte do mundo do homem campeiro.,identidade
4107429,"Sô missioneiro, homem xucro e retovado.",identidade
4107485,"Mas quando está desinchado ele é bem pequenininho""
.",aparencia
4107488,E uma mulher lindaça que nem potranca.,aparencia
4107669,"Era só caco de vidro e a mulher véia endiabrada
.",identidade
4107816,E ela está desesperada com excesso de gordura.,aparencia
4107824,"Ela é raçuda, mulher guapa e de coragem.",identidade
4108598,Era louco por luz negra e essas menina cheirosa.,comportamentos
4108601,"E elas não quiseram mais prosa
.",identidade
4108658,Homem honesto e de valor.,
4108846,Homem honesto e de respeito.,identidade
4109196,E o padre com sua batina por ser um homem sagrado.,aparencia
4109215,"Logo ele atora serrote ou quebra cabo de reio
.",comportamentos
4109217,É que o padre é um homem sério que não se mete em folia.,identidade
4109327,"Seja pobre, seja rica, seja mãe branca ou pretinha.",identidade
4109333,Mãe é uma jóia sagrada das mais belas formosuras.,identidade
4109338,Uma mãe pobre padece pra poder ganhar o pão.,identidade
4109352,Mãe é palavra sagrada que a gente coloca o tio.,valores
4109367,Um homem honesto e honrado.,identidade
4110229,Respeitando o homem serio sofredando o bagaceira.,papel_social
4111204,Tropeiro velho sou um moço novo.,identidade
4111260,Ali fiquei moço faceiro e pachola.,identidade
4111519,"(Terra boa, lugar de homem valente e terra de moça bonita)
.",identidade
4111630,ELE DIZIA CHORANDO.,comportamentos
4111712,Minha querida estou de volta para ti/ sofreste muito com minha ausência lá na cidade/ eu fui rapaz muito boêmio me diverti/ minha adorada primeiro amor me deu saudade.,outros
4111875,Alegre dancei como uma moça loira.,aparencia
4112203,de tanta moça bonita parece um jardim de flor.,aparencia
4112248,"NA ADMITEM QUE EU VENCE ELES CANTANDO
.",identidade
4112285,"A minha filha mais velha tem 14 anos a sua idade
.",papel_social
4112428,"Ele só roncava satisfeito!
.",comportamentos
4112451,Comigo ficam dez mulher querida.,outros
4112661,Zebu de minas gerais.,outros
4112672,Homem valente é um aceio.,comportamentos
4112714,Com mulheres faladeiras.,identidade
4112732,Esquecer moças solteiras.,identidade
4112735,A alguma mulher casada.,identidade
4112739,E essas moças solteironas.,identidade
4112757,"Dessas meninas barbeiras
.",papel_social
