frase_id,frase,majority_annotation
4401120,"MOÇA BONITA
.",sim
4401701,"Vem, com dois meninos passarinhos.",sim
4402320,Sou filho dessa pátria mãe gentil.,sim
4402364,"E homens cheios de “Raça”...
.",sim
4402395,"no homem branco colonizador (bis)
.",sim
4402873,"O homem primitivo, gigantescos animais.",sim
4403440,"Embala meus sonhos, ó musa divina.",sim
4404950,"Ele achou confortável, ficou
.",sim
4405205,"Ele fica novo
.",sim
4405283,"Sem enxergar que ela é brilhante, que ela é rara
.",sim
4405870,E ela tava mais linda.,sim
4406140,É que ele é grande demais.,sim
4406556,"Ela tava linda, nossos braços se cruzando.",sim
4408224,"Que menino sonhador
.",sim
4408538,Embora o senhor seja conhecido.,sim
4408707,seria um homem muito feliz.,sim
4408989,ser mulher direita conforme ela era.,sim
4409612,"Deixa qualquer homem louco
.",sim
4409644,Onde tem mulher fogosa.,sim
4409660,Paixão por mulher bonita.,sim
4409809,Eu sou um homem tão desvalido.,sim
4409833,Mulher é muito louca.,sim
4409892,"Desde quando ela era mocinha
.",sim
4410132,não posso ver mulher bonita.,sim
4410412,"O marido freguês, seja lá como for.",sim
4410663,Quero a meu lado mulher bonita.,sim
4410686,"Tô de namorada nova, tô.",sim
4410736,Tenho a ela verdadeiro amor.,sim
4410746,Madalena foi pecadora.,sim
4411045,Não pode ver mulher bonita.,sim
4411138,Só ataca mulher bonita.,sim
4411279,Quem gosta de homem é gay.,sim
4411659,Eu não fui o homem certo pra você.,sim
4411831,Que menina tão bonita.,sim
4413504,Se ela é tão difícil de esquecer?.,sim
4413509,"Deus, essa mulher é minha vida.",sim
4414607,O menina tão bonita.,sim
4414642,"Seu marido apaixonado cheio de amor e fé

.",sim
4414664,Você menina é tão bonita.,sim
4414946,Sou homem descrente e só creio em.,sim
4415332,Uma moça muito especial.,sim
4415336,Ser um homem diferente.,sim
4416098,Ele é lindo demais.,sim
4416792,"Que nunca tinha visto um homem tão perfeito,.",sim
4416862,As outras sabem que ela é dona do pedaço.,sim
4417178,Eu sei que ela é jovem.,sim
4417362,Perdoa esse homem triste que te ama.,sim
4417520,"O homem tá nervoso, tá bufando.",sim
4417924,Venha pra aqui menino lindo.,sim
4420403,"Deus, que mulher gostosa.",sim
4421585,Tem mulher verruguenta.,sim
4421591,tem mulher baranga com bafo de onça.,sim
4422235,O povo todo gritava pra menina boiadeira.,sim
4422667,Titio era cuiabano.,sim
4422669,Ele era criador de gado.,sim
4423472,"Ele já foi canoeiro e pescadô também
.",sim
4423742,"Ele foi bem castigado
.",sim
4424434,Maria tava inocente.,sim
4424661,A mãe preta que foi morta.,sim
4424893,Ele não era moço.,sim
4424938,Eu tenho ela calejada.,sim
4425217,E guiando os três rei mago.,sim
4425226,Cristo foi nascido.,sim
4425531,Rei é tão querido.,sim
4425740,Ela é fazendeira de muitas finança.,sim
4426226,"Mamãe mamãe mamãe mãe sertaneja já se levanta
.",sim
4426238,mãe carinhosa bendita seja.,sim
4426239,Vai esta prece mãe sertaneja.,sim
4426442,"Rosa menina, menina rosa.",sim
4426443,"A flor divina, menina rosa.",sim
4426445,"Menina rosa, meu bem querê
.",sim
4426462,"Menina rosa, meu bem querê.",sim
4426778,Já sou uma mulher casada.,sim
4426918,"Ele é humano, nosso irmão, é nossa gente.",sim
4427440,"(""Um homem rico milionário.",sim
4427537,Muitas mulheres formosas me querem.,sim
4427974,A minha mãe é paulista.,sim
4428017,"Minha mãe foi boiadeira
.",sim
4428031,A rainha camponesa.,sim
4428208,Ela é minha ilusão.,sim
4428528,A mãe preta tá descrente.,sim
4428662,Ela é muito mais amarga.,sim
4428785,João era negro forte.,sim
4428975,Todo marido é sincero.,sim
4430698,Do menino pobrezinho.,sim
4430758,Rosinha estava tão bela.,sim
4431079,"Ela é minha companheira, coração cheio de amor
.",sim
4431312,Que moça bonita que eu inda não vi.,sim
4431315,"As moça falaro, que violêro bão.",sim
4431627,Hoje eu vejo que ela tava certa.,sim
4432141,"Se tem mulher, agora tem mulher muamba.",sim
4432164,Se tem mulher agora tem mulher muamba.,sim
4432833,Eu sou um rapaz faceiro.,sim
4433381,"Sou um homem ciumento, amo e quero ser amado.",sim
4433491,mulher casada troca de marido.,sim
4433535,"Ele era bobo mesmo
.",sim
4434566,No sambão ela é bacana.,sim
4434573,Pintou um moço solteiro.,sim
4434888,Se ficar serei um homem forte.,sim
4434993,Sou um homem tão sozinho.,sim
4435056,Frei dá é o homem mais mole do arraiá.,sim
4435231,Por mulher é gostoso sofrer.,sim
4435553,"Menina linda, vai lá em casa passeá.",sim
4435646,"Porque sou casado e ela é solteira
.",sim
4435760,Gosto de mulher direita.,sim
4435762,Eu gosto de mulher grande.,sim
4435764,Gosto de mulher gordinha.,sim
4435774,Mulher bonita igual melancia.,sim
4435776,Gosto de mulher morena.,sim
4435796,"E a mulher brasileira é boa demais"")
.",sim
4435860,Essa mulher é feia.,sim
4435863,Eu fiquei com a mulher feia.,sim
4435890,Esta mulher é feia.,sim
4436129,A mulher nova é mais gostoso.,sim
4436136,Desse garoto quarentão.,sim
4436377,"A mãe é cor de canela
.",sim
4436442,Mulher bonita é o que mais me fascina.,sim
4436536,Ela é casada e seu marido é meu amigo.,sim
4436576,Hoje estou pedindo arrego e ela está ferida.,sim
4436692,Tô feito um menino chato.,sim
4436861,"Que você era a mulher certa, eu queria pra casar.",sim
4437124,Ela ainda tá solteira.,sim
4437193,Só quero mulher mais nova.,sim
4438071,Uma moça muito triste sem o riso da esperança.,sim
4438076,Minha mãe doente já sem esperança.,sim
4438262,Em ser o homem mais feliz.,sim
4438337,O moço era casado.,sim
4438369,O senhor vai ficar velho.,sim
4438837,Ela era uma florzinha em botão.,sim
4439209,O homem está perdido.,sim
4439264,Olhar de moça bonita.,sim
4439395,"Se a mulher soltar o rabo o marido tá perdido
.",sim
4439492,Homem valente já fiz virar medroso.,sim
4439501,Casei com uma mulher feia.,sim
4439510,"Que mulher feia, mas tudo bem.",sim
4439528,Ela é surda também.,sim
4439666,Diga se ela está sozinha.,sim
4439868,A filha divina.,sim
4440245,Era uma menina pobre.,sim
4440377,Um homem ereto preso a uma asa de pano.,sim
4440434,"Por uma mulher bonita
.",sim
4440495,A mina chique numa calça saint-tropez.,sim
4440972,"Ela é culpada, auê, uê, uê, boi.",sim
4440996,"Vendo minha mãe paralítica, sem um sinal de melhora.",sim
4440997,Levei ela confiante ao bom.,sim
4441140,"Leu sua sorte, diz que ela era tirana
.",sim
4441541,O rapaz era casado.,sim
4441696,Me lembra a deusa a mulher tão fascinante.,sim
4441785,Tanta mulher gostosa.,sim
4442479,Tenho três filhas solteira.,sim
4443093,"A maldade é grande, Deus é maior.",sim
4443556,"E a mulher namoradeira eu passo o coro e mando embora
.",sim
4443621,quem casar com mulher feia.,sim
4443625,mas se ela for bonita.,sim
4443629,Que mulher feia não tem pecado.,sim
4444592,Quem é este homem trigueiro.,sim
4445070,Eu já vi moça bonita.,sim
4445308,Não é qualquer moço forte.,sim
4445612,Eu bebo pra esquecê que ela é feia que é um horror.,sim
4446164,"Ela não é doida, ela não é não.",sim
4446192,Ele tem tão nobre sentimento.,sim
4446577,Já que o homem é um poço profundo.,sim
4446598,Homem simples verdadeiro.,sim
4447187,"Era mesmo um homem valente
.",sim
4447618,Se elas são ricas elas têm todo o conforto.,sim
4447633,"Porque ela é a razão do meu viver
.",sim
4448329,A minha mulher briguenta.,sim
4448633,Ele era menino.,sim
4448704,Enfrentei homens valentes.,sim
4449666,Sou um menino doentio.,sim
4450002,"Mulher nova é sangue quente
.",sim
4450486,"Toureiro, toureiro é homem forte.",sim
4450739,Vendo minha mãe paralítica e sem sinal de melhora.,sim
4451305,"Por tua beleza muito homem ficou louco
.",sim
4451871,Moço muito elegante.,sim
4451877,O rapaz era pacato.,sim
4451951,Teu marido é muito maldoso.,sim
4452036,Sua pobre mãe velhinha.,sim
4452153,Ele era o salvador.,sim
4452462,Mulher matadeira.,sim
4452805,Judas vendido ele foi prisioneiro.,sim
4452810,Pela lei romana ele foi condenado.,sim
4453351,Homem perverso e tirano.,sim
4453363,"Cristo era judeu
.",sim
4453609,"Pra mim ele só deixou triste dor de uma saudade
.",sim
4453749,Lá encontrei uma mulher sozinha.,sim
4453981,Mas o senhor mesmo sozinho.,sim
4454078,Ele é um analfabeto.,sim
4454080,"Ai, ele é um analfabeto.",sim
4454894,"Mas tem como chamar ele diferente
.",sim
4454968,Minha mãe fica brava.,sim
4455031,"Ela é cheirosa é misteriosa é menina mulher
.",sim
4455614,Ela estava sozinha eu cantava pra ela.,sim
4455684,Tem damas lindas sobrando.,sim
4455698,Com tantas moças bonitas.,sim
4455985,Ela amanheceu zangado.,sim
4455990,A mulher ficou nervosa.,sim
4456019,É um marido carinhoso.,sim
4456497,"Este menino é um pão
.",sim
4456941,Menina bonita olha pra mim.,sim
4457035,Menina triste.,sim
4457173,Ele então fica mais lindo.,sim
4457257,"Todos eles são valente
.",sim
4457354,Como ela é amorosa formosa.,sim
4457360,ela é minha paz.,sim
4457398,Mulher ciumenta é zebra.,sim
4458134,Nossa mulher altaneira.,sim
4460119,"É a mulher formosa que nega o seu amor
.",sim
4461162,Um homem já milionário.,sim
4461229,"Deus menino foi nascido ai, ai, ai, ai.",sim
4461232,"Senhora dona da casa ai, ai, ai, ai.",sim
4461393,"E a engenharia, homens competentes.",sim
4461495,Porque sei que ele é homem.,sim
4462060,"Homem não é menos homem
.",sim
4462215,"Ela era tão certinha, me apresentou pros pais.",sim
4462344,Levei uma garota carinhosa.,sim
4463454,"De um rapaz caipira
.",sim
4464335,Também já tô sabendo que ela é muito ciumenta e me odeia.,sim
4464572,E a mulher namoradeira eu passo o couro.,sim
4465852,Ela é muito louca.,sim
4465872,Ela é muito louca assim.,sim
4465874,Mas ela é muito louca assim.,sim
4466824,"Vejo ela feliz, ela me vê sofrendo
.",sim
4467978,A menina mais querida.,sim
4468329,De opinião sou um homem forte.,sim
4468332,mulher vaidosa.,sim
4468364,Flor menina tão querida.,sim
4468850,"Como chorei, mãe querida.",sim
4469222,"Nosso eterna mãe querida vive a nos abençoar
.",sim
4469245,Moças simples do interior.,sim
4469328,Ela é birrenta.,sim
4469331,"De homem manso
.",sim
4469647,Ele era tão bonzinho.,sim
4469930,Eu pensei comigo mesmo estou com a filha mais casada.,sim
4470257,O homem futuro que hoje é criança.,sim
4470718,"Pois ele é o dono do seu coração
.",sim
4470726,"De um homem covarde e amante da noite
.",sim
4470730,Pois ele é o dono do seu coração.,sim
4471072,você menina bonita.,sim
4471289,Porque sou um homem forte.,sim
4471320,"Beijando os teus lábios, menina querida.",sim
4471472,De minha mãe saudosa.,sim
4471546,Enquanto ela é a deusa do cassino.,sim
4471834,"E hoje no espaço ele vive feliz
.",sim
4472929,Eu nãi sabia que ela era feiticeira.,sim
4473261,"Mulher boa, bonita e carinhosa.",sim
4473265,"Mulher nova, bonitinha e perfumada.",sim
4473268,"Fazer gemer qualquer homem valentão
.",sim
4473275,"Seja ela moreninha, como for.",sim
4473377,Apenas setecentos dias fui um homem feliz.,sim
4473583,"E o desprezo daquela mulher ingrata
.",sim
4473606,A mulher sendo bonita.,sim
4473797,Eu amo a mulher mais bonita.,sim
4473802,Ela é uma estrela que brilha.,sim
4473807,Ela é uma flor morena.,sim
4473911,Eu sou um homem casado.,sim
4474136,"Ela estava louca, louca de ciúmes.",sim
4474331,Ela estava nervosa.,sim
4474427,Com a mulher primeira com quem me casei.,sim
4474834,Paulinho era um moço pobre.,sim
4474836,Lourdinha era muito rica.,sim
4474848,Era um homem perigoso.,sim
4474849,Paulinha era um moço pobre.,sim
4474859,Lourdinha era apaixonada.,sim
4474881,Encontrou a filha morta.,sim
4474915,Por causa de um moço pobre.,sim
4474926,"Chora mulher ingrata, pode chorar.",sim
4475070,Pois você sabes que eu sou homem casado.,sim
4475138,Da mulher vaidosa vaidade se espera.,sim
4475147,Ela fez um gesto de mulher luxenta.,sim
4475265,De homens pobres e ricaços.,sim
4475421,Sendo ele bom mineiro.,sim
4475687,Ele vai ser condenado.,sim
4475884,Homem valente não chora.,sim
4475924,Pela mãe querida de amor sem igual.,sim
4476687,Ela vem cheia de marra.,sim
4476732,E hoje ela tá virada pela madrugada.,sim
4477237,Tem homem sério nas grades.,sim
4477521,O homem bruto com suas armas de guerra.,sim
4477759,Mas sempre foi homem honrado.,sim
4477812,"O homem era competente, já foi rasgando o filó.",sim
4477861,Sou filho de homem forte.,sim
4478498,Uma donzela meiga e linda como a flor.,sim
4478570,"que o senhor leva alegria, mas é um homem infeliz.",sim
4479030,Roberto era um moço muito rico.,sim
4479031,E ela muito pobre que só tinha um coração.,sim
4479444,Só dá garupa pra moça bonita.,sim
4479644,Se o rapaz quisé muito cafuné.,sim
4479773,Uma menina rica e um menino pobre.,sim
4479779,"Foi o menino pobre quem herdou a herança
.",sim
4479782,Enquanto a moça pobrezinha.,sim
4479922,"Que a esposa já não era mais bonita como antes
.",sim
4479932,Julgando que a esposa fosse linda como outrora.,sim
4479935,"Era sua velha esposa destruída pelos anos
.",sim
4480198,Para o moço branco deu seu coração.,sim
4480230,Foi moça linda e querida.,sim
4480499,"Que a mãe era preta, por isso fugiu.",sim
4480502,Da filha querida que tanto ela amou.,sim
4480524,Como se ela fosse a alma da mãe.,sim
4480528,Um menino pobrezinho.,sim
4480541,"Trabalhador, homem bão.",sim
4480641,"(""- Compadre, tu conheceu a moça magra?.",sim
4480643,A irmã da moça gorda.,sim
4480650,Que moça magra era a.,sim
4481063,"Para o senhor ficar rico e tão depressa progredir, quantos sonhos, quantos lares foi preciso destruir.",sim
4481390,Moça que gosta de homem casado.,sim
4481684,"(""Corre muié, que ele tá brabo, hem!",sim
4481716,E ela é bonita?.,sim
4481901,Namorei uma moça feia.,sim
4482052,Se tiver filha bonita.,sim
4482607,ele tá sujo todo amassado.,sim
4482789,Ela teve tamanha coragem.,sim
4483032,Eu sou um rapaz solteiro.,sim
4483115,Mulher ingrata o seu rosto descorado.,sim
4483139,"Mulher ingrata, é impossível que no limbo.",sim
4483160,Foi onde ele chegô.,sim
4483163,Em um moço muito rico.,sim
4483180,Se o senhor tá desconfiado.,sim
4483193,A pobre mãe ficou louca.,sim
4483482,Por ela tá tão nervosa.,sim
4484028,Gosto de moça bonita.,sim
4484319,Bem embora ele seja meu sogro.,sim
4484485,Era o moço mais vistoso.,sim
4484493,Essa mulher tão leviana.,sim
4484505,Mas essa mulher tirana.,sim
4484588,Domava o rapaz sorteiro.,sim
4484729,Que as mulheres são iguais.,sim
4484732,Amor de mulher estranha.,sim
4485068,E os boiadeiro homem destemido.,sim
4485473,Pra ver meu fracasso eles vive ansioso.,sim
4485815,"Sai pra lá menina preta""
.",sim
4485836,"A mãe preta acompanhando
.",sim
4485839,Todas as meninas branquinhas.,sim
4486104,"Ele foi cruel, ele me enganou
.",sim
4486209,"Ele é guerreiro, ele é flecheiro.",sim
4486346,Contudo ser homem calmo.,sim
4486376,O moço foi assaltado.,sim
4486604,"Ela vai ser a rainha
.",sim
4486698,"""- Eu sou o rei soberano, dono da maior riqueza da terra, tenho tudo que desejo, mas sou um homem infeliz.",sim
4486701,Por que sou um rei infeliz?,sim
4486704,"Então reúna toda a cavalaria do reinado e que sigam em busca da camisa do homem feliz""
.",sim
4486720,E um homem feliz.,sim
4487103,"Assim não menina bonita, assim não.",sim
4487157,Confesso que por ela já estou gamado.,sim
4487323,Era a moça mais grã-fina.,sim
4487360,O moço era elegante.,sim
4487422,Minha mãe ficou contente.,sim
4487647,Senhor bendito.,sim
4487766,A mulher é ciumenta.,sim
4487878,Mulher faladeira é a do vizinho.,sim
4488011,Ela é mais arisca do que uma potranca.,sim
4488276,"Da sua filha querida
.",sim
4488448,Ele só anda descalço.,sim
4488718,"Que fiz um papel de um homem covarde
.",sim
4489492,"Quis ser feliz pra me fazer sofrer
.",sim
4490100,"Eu quase já me quebrei por uma mulher bonita
.",sim
4491452,"É hoje que sol levanta com tanta mulher bonita
.",sim
4492462,"Mulher madura é mais mulher
.",sim
4492581,Saiu com o menino doente pediu na fazenda urgente.,sim
4492597,O fazendeiro malvado ali ele foi transformado.,sim
4494130,"Ela é gostosa, apetitosa, saborosa, necessária.",sim
4494131,"ela é bonita, suculenta, nutritiva e vitaminada.",sim
4494259,mulher chorona chega de chorar.,sim
4494551,"Ao ver ela tão linda, só que não vendo sozinha.",sim
4494552,Saber que essa mulher tão linda já foi minha.,sim
4494691,Burrada tava cansada.,sim
4494972,Rapaz fino aperparado.,sim
4495530,Ele mesmo que amansô.,sim
4496588,"Ela era linda, um primor de amor.",sim
4497177,"Eita mulher bandida
.",sim
4497975,"Ele não é estilista, mas escolhe o seu look.",sim
4498621,"Ela bem distante, eu distante dela.",sim
4498698,Mulher ingrata que me deixou quase louco.,sim
4498855,"Se ele é inocente ou culpado, eu não sei
.",sim
4499141,"Sou eu, o homem mais valente e mais rápido no gatilho.",sim
4499227,A menina sorridente.,sim
4499350,"Para não ser um homem triste derrotado

.",sim
4499358,Para não ser um homem triste derrotado.,sim
4499363,A mulher quando é casada.,sim
4499784,"Filha querida, é seu pai que está falando

.",sim
4499792,"Filha querida, é seu pai que está falando.",sim
4499927,Como rei cheio de pose.,sim
4499961,Nessa altura o rei vaidoso.,sim
4500651,Ringo em busca do homem mau.,sim
4500824,Eu sendo um homem casado.,sim
4500891,Mulher bonita casada com homem feio.,sim
4500895,Quando eu vejo uma mulher muito bonita.,sim
4500896,Com homem feio entre beijos e abraços.,sim
4500933,"Eu tolero mulher feia mas não me passa pra trás
.",sim
4501406,Achei ela bonitinha.,sim
4501444,O mulher eu sou homem honrado.,sim
4501718,É a dama principal.,sim
4501972,você me mata mulher ingrata.,sim
4502119,É a deusa encantadora no paraíso do meu prazer.,sim
4502295,E mulher boa é o que mais me interessa.,sim
4502306,Mulher bonita faz de mim o que quiser.,sim
4502308,Pra mulher boa tenho um monte de carinho.,sim
4502457,"Por uma mulher casada
.",sim
4502931,"Terra de mulheres lindas de amor e paz
.",sim
4503002,Pois é sou o homem mais feliz por ter você comigo.,sim
4504069,Comigo ele não tá sozinho.,sim
4504404,"Ele é um cavaleiro solitário
.",sim
4504427,"Só desse jeito ele é feliz
.",sim
4504454,Ele é um cavaleiro solitário.,sim
4504665,A esse homem tão querido me entreguei.,sim
4504823,Meu menino faceiro.,sim
4504934,"Tá faltando esse homem maduro
.",sim
4504948,Tá faltando esse homem maduro.,sim
4506263,"Que mulher bandida!
.",sim
4506403,O que é de obrigação de um rapaz cortês.,sim
4508385,"ela é culpada auê uê uê ê boi de eu viver nas estradas
.",sim
4511302,A princesa mais linda.,sim
4511904,Tem as até moça bonita que cresceu quer namorar.,sim
4512091,"Ela não vai ser melhor não, ah ela não vai

.",sim
4512693,"(""Conheci um moço rico de belo porte, educado.",sim
4512694,E por isso pelas moça era sempre cobiçado.,sim
4512974,"Nunca mais te verei, mulher querida.",sim
4513225,Ela é baia e descanelada.,sim
4513749,Ele é seu namorado mas é segunda opção.,sim
4513767,"Ele é seu namorado mas é segunda opção
.",sim
4513840,E quando ela tá solteira.,sim
4513843,"Porque ela é da zueira, ela é baladeira.",sim
4513844,"Ela ama a noite, ela é butequeira.",sim
4515285,Sou apenas um homem sistemático.,sim
4515291,Com esse bicho homem tão antiético.,sim
4515453,Quero uma menina cheirosa.,sim
4515454,Uma moça dengosa.,sim
4515501,Se ela for boa de amasso.,sim
4516651,"É ver ela feliz sem a gente tá junto
.",sim
4516657,É ver ela feliz sem a gente tá junto.,sim
4516768,"A mulher que não gostar, ela é doida ou é doente.",sim
4517388,"Sou o seu homem faz-tudo.
.",sim
4517405,"Sou seu homem faz-tudo...
.",sim
4517586,Garota carioca.,sim
4519037,Elas estao descontroladas.,sim
4519046,"Elas estao descontroladas
.",sim
4519406,E eu como princesa siamesa.,sim
4519980,"fé na ciencia, Deus é pai, já tá clonado...",sim
4520250,Outra esposa ansiosa.,sim
4520905,Uma menina muito interessante.,sim
4522177,As garotas brancas atravessam a rua com medo.,sim
4522183,"Minha vó era negra, minha mãe mulata.",sim
4522237,"Ela é senhora, ela é menina.",sim
4522557,"Rei poderoso, valente conquistador.",sim
4522917,Mulheres princesas.,sim
4523268,Rapaz solteiro sarado filho de.,sim
4523335,Só o homem lento pode nos levar.,sim
4523499,"Onde jaz, um jovem rapaz bastardo filho do.",sim
4523585,Minha mãe também é preta.,sim
4524125,"Que positividade, ela é tão alto astral.",sim
4524360,Back ela é sensacional....,sim
4524697,"Eu te disse, ela tá cremos-a-a-a.",sim
4524710,"Eu te disse, ela ta cremos-a-a-a.",sim
4524807,"Ele é mulato, bem traiçoeiro.",sim
4524832,"Ela é muito pobre, gosta de churrasquinho.",sim
4525566,Deixou homem feio entrar na sua vida.,sim
4525874,Todo mundo fala que ele é rei (ahn ahn).,sim
4525906,"Mundo fala que ele é rei,.",sim
4525971,"Sou mulher forte e segura, dona de mim.",sim
4526582,Minha garota é voraz.,sim
4526708,Onde estão os homens bons?,sim
4527031,"Ela está noiva de outra pessoa, ouviram?
.",sim
4527409,"Todos eles são maus, menos você
.",sim
4528511,Ela é uma menina muito diferente.,sim
4528512,"Cabelinho curto, ela é tão inteligente.",sim
4528513,"Ele é guitarrista, todo atrapalhado.",sim
4528516,Dizem que o garoto é cheio de frescura.,sim
4528517,"Ela é destemida, desconhece o medo.",sim
4528518,Ele é meio frouxo e isso não é segredo.,sim
4529970,"Por ser uma menina má
.",sim
4530843,Ela é mais difícil que ela te parece.,sim
4532038,No outro lado da moeda ela é fiel.,sim
4533357,"Ela é gata, delícia de fazer pirar.",sim
4533480,"Ela é sempre igual

.",sim
4533524,"Praia, cerveja e mulher bonita.",sim
4534034,"Se ela tá chata, chocolate e flores.",sim
4534234,A corrida querida é bandida vivida e sofrida.,sim
4535165,É musa soberana nesse bar.,sim
4535169,Menina singular capaz de transformar.,sim
4535275,"Como ela é maldosa
.",sim
4538409,"Na terra eles são bravos,.",sim
4538708,Eles estão perdidos!,sim
4538724,Ele é maldoso.,sim
4538725,Ele é desleal (desleal).,sim
4538729,Ele é desleal (Yeah yeh yeh).,sim
4539105,Ele é estudioso.,sim
4540078,"Ela é dona da banda, ela sabe que é gostosa.",sim
4540344,"Da mulher carioca!
.",sim
4544061,"Maria querendo ser rica também.
.",sim
4544452,Prá um moço festeiro.,sim
4545085,"Afrodite da quebrada, ela chique como se fosse.",sim
4545613,"Que você é perfeito, um homem direito pra me namorar
.",sim
4546313,Mas ela é muito criticada por toda a sociedade.,sim
4546637,Mas ela é lindia.,sim
4546658,Porque ela é lindia.,sim
4546758,Você tá sem emprego e a sua filha tá gestante.,sim
4547579,Nasceu uma menina valente.,sim
4547593,Ela é feita de pano.,sim
4547928,Aladdin é perseguido.,sim
4547945,"Ele é muito excitante
.",sim
4548080,Ele é um rapaz atraente.,sim
4548081,Ele é diferente dessa gente.,sim
4548088,Ele é surpreendentemente lindo.,sim
4548089,Ele é super descontraído.,sim
4549281,SE TIVER MULHER CASADA POSSO até.,sim
4549458,"Ela está suada, pronta pra se derreter!
.",sim
4551403,Ele é tão mágico.,sim
4551527,Menino bonito ai.,sim
4551528,Ai menino bonito.,sim
4551529,"Menino bonito ai
.",sim
4551665,Que ele não sou nenhum mito.,sim
4554491,"Ele é leal, é um bom companheiro.",sim
4554610,Um garoto sonhador.,sim
4556167,De menino tão perfeito.,sim
4556560,Vai o bicho homem fruto da semente (memória).,sim
4556564,"Não tenha medo, meu menino bobo (memória).",sim
4559287,Mulher presunçosa tu queres que o mundo.,sim
4559804,Sou o rei sou coroado.,sim
4560185,"Todos eles são iguais, tristonhos.",sim
4560317,"Marilu é melhor, bem melhor morrer.",sim
4560434,Vovó no seu tempo de moça bonita.,sim
4561853,"Mas o homem criminoso e pecador...
.",sim
4563308,Bô é mãe carinhosa.,sim
4563309,Mãe carinhosa.,sim
4563311,"Mãe carinhosa
.",sim
4563325,"Bô é mãe carinhosa
.",sim
4563370,Mãe velha oih mãe velha.,sim
4566277,"Magia: Por todos os homens cegos pelo ter e contaminados pelo sistema, que em suas fraquezas optaram pela negligência dos valores humanos e literalmente desconhecem os prazeres simples da vida.",sim
4566855,"O homem pode ser mau em seus pensamentos e atitudes, mas jamais em sua natureza, pois esta é a boa, forte e perfeita.",sim
4566858,"Sendo assim, mesmo que venha a desejar a culpa e condenação, o homem é incapaz de ser culpado e condenado, pois sua natureza é a.",sim
4566860,"Mesmo que venha a desejar a doença e o sofrimento, o homem é incapaz de adoecer e sofrer, pois sua natureza é a.",sim
4566862,"Mesmo que venha a desejar a morte e encerramento da vida, o homem é incapaz de morrer e encerrar sua vida, pois sua natureza é a.",sim
4567014,O homem cósmico é como a luz na sua solidão mística.,sim
4567285,No colinho da mãe divina.,sim
4567287,Para os homens infelizes.,sim
4567470,"Homem sério, fez tudo correto, houve a passagem em 71
.",sim
4567480,"Me foi entregue esta obra, também pela mãe divina.",sim
4568134,"O homem santo, a sua história, contou.",sim
4568138,"O homem santo decepcionado, retrucou.",sim
4568212,O homem é o templo vivo de.,sim
4568350,"Homem branco, ouça os espíritos do céu, da terra e da floresta.",sim
4568366,"Atuação pela não atuação, homem branco, é a maior bem aventurança.",sim
4568474,Salve krisna o menino azul.,sim
4568542,"Precisa amar a vida, ela é tua companheira.",sim
4568592,O homem sensatez.,sim
4568594,O homem insensato.,sim
4568599,O homem espiritual.,sim
4568643,"A mãe divina te conduz
.",sim
4568669,"Que será mãe adotiva, de milhares de vida.",sim
4568681,"Conheci, a mãe divina.",sim
4568696,"Minha esposa querida, você fez a partida.",sim
4568919,"Viu a mulher pálida dizendo estar passando mal
.",sim
4568930,"Deus me deu por ter um marido médico
.",sim
4569283,"Homem velho de igreja, este nunca mentiria?.",sim
4569377,Ser homem pensante ou homem espiritual.,sim
4569390,Todo homem já nasce perfeito e completo.,sim
4569473,ele é um objetivo a se alcançar.,sim
4569564,Ela é forte como um touro e pesada como uma baleia.,sim
4569574,"De corromper, macular e adoecer ela é muito capaz
.",sim
4569595,Assemelha-se a uma princesa cheia de jóias e brilhantes.,sim
4569605,"Assemelha-se a um garoto inocente, inofensivo e jovial.",sim
4569630,Ela é forte como um touro e pesado como uma baleia.,sim
4569716,"Assemelha-se a um homem forte, ponderado e perfeito.",sim
4569722,Um talentoso homem indisciplinado é um derrotado.,sim
4569738,"Fazer de você um ser agradecido e melhor ela é capaz
.",sim
4569830,Ele é bondoso com os amigos.,sim
4569834,Ele é grande frente aos grandes.,sim
4569856,"Que pertencia a um rei muito esperto
.",sim
4569935,Abraão sempre esteve envolto a riquezas.,sim
4570011,O homem carente e sedento se restabeleceu.,sim
4570106,Judas era zelote e discípulo amado de.,sim
4570112,Judas foi depositado.,sim
4570126,Judas foi ordenado e cumpriu a encenação!.,sim
4570183,"E em 24 de agosto ele é homenageado
.",sim
4570494,Pois o homem espiritual possui a mente de um adulto com a pureza do coração de uma criança.,sim
4571238,"O homem espiritual adota posturas diferentes frente a um amigo e a um inimigo, mas sua forma de agir é sempre a mesma.",sim
4571257,"O homem espiritual busca experiência a verdade enquanto o homem igreja escolhe acreditar sem saber se é verdade
.",sim
4571509,O Mestre afirmava que todo homem é filho de.,sim
4571571,"Jesus na medida do possível visto a ignorância espiritual da humanidade de dois mil anos atrás, ensinou que todo homem é um ser divino e que as coisas que fez todos podem também fazer se crerem no que ele ensina: Em verdade, em verdade vos digo: Aquele que crê em mim, esse também fará as obras que eu faço, e as fará maiores do que estas...",sim
4571574,Jesus foi realmente polêmico e provocou a discussões mais abrasivas de sua época.,sim
4571649,"Jesus não era judeu, ele era essênio.",sim
4571726,Por isto o homem mente racional.,sim
4572368,Abaixo do céu todo homem é igual.,sim
4573057,O homem mentalmente espiritualizado é falante.,sim
